case	id	sex	deg	yrdeg	field	startyr	year	rank	admin	salary	salary_increment
460	53	M	PhD	66	Other	66	88	Full	1	6039	336
461	53	M	PhD	66	Other	66	89	Full	1	6555	516
462	53	M	PhD	66	Other	66	90	Full	1	6861	306
463	53	M	PhD	66	Other	66	91	Full	1	7180	319
464	53	M	PhD	66	Other	66	92	Full	1	7388	208
465	53	M	PhD	66	Other	66	93	Full	1	7823	435
466	53	M	PhD	66	Other	66	94	Full	1	7823	0
467	53	M	PhD	66	Other	66	95	Full	1	8283	460
468	54	F	PhD	92	Other	95	95	Assist	0	4875	NA
469	55	M	PhD	91	Other	94	94	Assist	0	4480	NA
470	55	M	PhD	91	Other	94	95	Assist	0	4676	196
471	56	M	PhD	93	Other	93	93	Assist	0	8000	NA
472	56	M	PhD	93	Other	93	94	Assist	0	8000	0
473	56	M	PhD	93	Other	93	95	Assist	0	8232	232
474	58	F	PhD	74	Other	75	76	Assist	0	1624	NA
475	58	F	PhD	74	Other	75	77	Assist	0	1744	120
476	58	F	PhD	74	Other	75	78	Assist	0	1936	192
477	58	F	PhD	74	Other	75	79	Assist	0	2196	260
478	58	F	PhD	74	Other	75	80	Assoc	0	2664	468
479	58	F	PhD	74	Other	75	81	Assoc	0	3137	473
480	58	F	PhD	74	Other	75	82	Assoc	0	3275	138
481	58	F	PhD	74	Other	75	83	Assoc	0	3455	180
482	58	F	PhD	74	Other	75	84	Full	0	3962	507
483	58	F	PhD	74	Other	75	85	Full	0	3962	0
484	58	F	PhD	74	Other	75	86	Full	0	4510	548
485	58	F	PhD	74	Other	75	87	Full	0	4736	226
486	58	F	PhD	74	Other	75	88	Full	0	4944	208
487	58	F	PhD	74	Other	75	89	Full	0	5366	422
488	58	F	PhD	74	Other	75	90	Full	0	6764	1398
489	58	F	PhD	74	Other	75	91	Full	0	6878	114
490	58	F	PhD	74	Other	75	92	Full	0	7078	200
491	58	F	PhD	74	Other	75	93	Full	0	7283	205
492	58	F	PhD	74	Other	75	94	Full	0	7283	0
493	58	F	PhD	74	Other	75	95	Full	0	7494	211
494	59	F	PhD	89	Arts	90	90	Assist	0	3263	NA
495	59	F	PhD	89	Arts	90	91	Assist	0	3318	55
496	59	F	PhD	89	Arts	90	92	Assist	0	3463	145
497	59	F	PhD	89	Arts	90	93	Assist	0	3564	101
498	59	F	PhD	89	Arts	90	94	Assist	0	3564	0
499	59	F	PhD	89	Arts	90	95	Assist	0	3774	210
500	60	M	PhD	79	Other	81	81	Assist	0	2556	NA
501	60	M	PhD	79	Other	81	82	Assist	0	2642	86
502	60	M	PhD	79	Other	81	83	Assist	0	2787	145
503	60	M	PhD	79	Other	81	84	Assist	0	2935	148
504	60	M	PhD	79	Other	81	85	Assist	0	2935	0
505	60	M	PhD	79	Other	81	86	Assist	0	3200	265
506	60	M	PhD	79	Other	81	87	Assist	0	3361	161
507	60	M	PhD	79	Other	81	88	Assoc	0	4047	686
508	60	M	PhD	79	Other	81	89	Assoc	0	4330	283
509	60	M	PhD	79	Other	81	90	Assoc	0	4468	138
510	60	M	PhD	79	Other	81	91	Assoc	0	4743	275
511	60	M	PhD	79	Other	81	92	Assoc	0	4881	138
512	60	M	PhD	79	Other	81	93	Assoc	0	5168	287
513	60	M	PhD	79	Other	81	94	Assoc	0	5168	0
514	60	M	PhD	79	Other	81	95	Assoc	0	5472	304
515	61	M	PhD	76	Other	84	84	Assoc	0	3434	NA
516	61	M	PhD	76	Other	84	85	Assoc	0	3667	233
517	61	M	PhD	76	Other	84	86	Assoc	0	4383	716
518	61	M	PhD	76	Other	84	87	Full	0	4736	353
519	61	M	PhD	76	Other	84	88	Full	0	4736	0
520	61	M	PhD	76	Other	84	89	Full	0	6370	1634
521	61	M	PhD	76	Other	84	90	Full	0	6480	110
522	61	M	PhD	76	Other	84	91	Full	0	6878	398
523	61	M	PhD	76	Other	84	92	Full	0	7078	200
524	61	M	PhD	76	Other	84	93	Full	0	7388	310
525	61	M	PhD	76	Other	84	94	Full	0	7388	0
526	61	M	PhD	76	Other	84	95	Full	0	8283	895
527	62	M	PhD	72	Other	72	76	Assist	0	1712	NA
528	62	M	PhD	72	Other	72	77	Assist	0	1942	230
529	62	M	PhD	72	Other	72	78	Assist	0	2019	77
530	62	M	PhD	72	Other	72	79	Assoc	0	2243	224
531	62	M	PhD	72	Other	72	80	Assoc	0	2364.179	121.179
532	62	M	PhD	72	Other	72	81	Assoc	0	2532	167.821
533	62	M	PhD	72	Other	72	82	Assoc	0	2532	0
534	62	M	PhD	72	Other	72	83	Assoc	0	2671	139
535	62	M	PhD	72	Other	72	84	Assoc	0	2851	180
536	62	M	PhD	72	Other	72	85	Assoc	0	2851	0
537	62	M	PhD	72	Other	72	86	Assoc	0	3200	349
538	62	M	PhD	72	Other	72	87	Assoc	0	3361	161
539	62	M	PhD	72	Other	72	88	Assoc	0	3361	0
540	62	M	PhD	72	Other	72	89	Assoc	0	3596	235
541	62	M	PhD	72	Other	72	90	Assoc	0	3711	115
542	62	M	PhD	72	Other	72	91	Assoc	0	3939	228
543	62	M	PhD	72	Other	72	92	Assoc	0	3996	57
544	62	M	PhD	72	Other	72	93	Assoc	0	4053	57
545	62	M	PhD	72	Other	72	94	Assoc	0	4053	0
546	62	M	PhD	72	Other	72	95	Assoc	0	4231	178
547	63	M	PhD	88	Other	90	90	Assist	0	3818	NA
548	63	M	PhD	88	Other	90	91	Assist	0	3883	65
549	63	M	PhD	88	Other	90	92	Assist	0	3996	113
550	63	M	PhD	88	Other	90	93	Assist	0	4112	116
551	63	M	PhD	88	Other	90	94	Assist	0	4112	0
552	63	M	PhD	88	Other	90	95	Assoc	0	4610	498
553	64	M	PhD	64	Other	65	76	Assoc	0	2196	NA
554	64	M	PhD	64	Other	65	77	Assoc	0	2638	442
555	64	M	PhD	64	Other	65	78	Full	0	3156	518
556	64	M	PhD	64	Other	65	79	Full	0	3459	303
557	64	M	PhD	64	Other	65	80	Full	0	3852	393
558	64	M	PhD	64	Other	65	81	Full	0	4485	633
559	64	M	PhD	64	Other	65	82	Full	1	4817	332
560	64	M	PhD	64	Other	65	83	Full	0	5133.333	316.333
561	64	M	PhD	64	Other	65	84	Full	1	5997	863.667
562	64	M	PhD	64	Other	65	85	Full	1	5997	0
563	64	M	PhD	64	Other	65	86	Full	1	6827	830
564	64	M	PhD	64	Other	65	87	Full	1	7169	342
565	64	M	PhD	64	Other	65	88	Full	1	7591	422
566	64	M	PhD	64	Other	65	89	Full	1	8239	648
567	64	M	PhD	64	Other	65	90	Full	0	8748	509
568	64	M	PhD	64	Other	65	91	Full	0	9286	538
569	64	M	PhD	64	Other	65	92	Full	0	9420	134
570	64	M	PhD	64	Other	65	93	Full	0	9693	273
571	64	M	PhD	64	Other	65	94	Full	0	9693	0
572	64	M	PhD	64	Other	65	95	Full	0	9974	281
573	65	M	PhD	70	Prof	85	85	Full	1	7110	NA
574	65	M	PhD	70	Prof	85	86	Full	1	7323	213
575	65	M	PhD	70	Prof	85	87	Full	1	7692	369
576	65	M	PhD	70	Prof	85	88	Full	0	8633	941
577	65	M	PhD	70	Prof	85	89	Full	0	8977	344
578	65	M	PhD	70	Prof	85	90	Full	0	9532	555
579	65	M	PhD	70	Prof	85	91	Full	0	9833	301
580	65	M	PhD	70	Prof	85	92	Full	0	9974	141
581	65	M	PhD	70	Prof	85	93	Full	0	10263	289
582	65	M	PhD	70	Prof	85	94	Full	0	10263	0
583	65	M	PhD	70	Prof	85	95	Full	0	10411	148
584	66	M	PhD	75	Prof	77	77	Assist	0	1834	NA
585	66	M	PhD	75	Prof	77	78	Assist	0	2019	185
586	66	M	PhD	75	Prof	77	79	Assist	0	2243	224
587	66	M	PhD	75	Prof	77	80	Assist	0	2507	264
588	66	M	PhD	75	Prof	77	81	Assoc	0	2920	413
589	66	M	PhD	75	Prof	77	82	Assoc	0	3260.606	340.606
590	66	M	PhD	75	Prof	77	83	Assoc	0	3710	449.394
591	66	M	PhD	75	Prof	77	84	Assoc	0	4256	546
592	66	M	PhD	75	Prof	77	85	Assoc	0	4256	0
593	66	M	PhD	75	Prof	77	86	Assoc	0	5129	873
594	66	M	PhD	75	Prof	77	87	Full	0	5543	414
595	66	M	PhD	75	Prof	77	88	Full	0	5786	243
596	66	M	PhD	75	Prof	77	89	Full	0	6462	676
597	66	M	PhD	75	Prof	77	90	Full	0	7162	700
598	66	M	PhD	75	Prof	77	91	Full	0	7494	332
599	66	M	PhD	75	Prof	77	92	Full	0	7823	329
600	66	M	PhD	75	Prof	77	93	Full	0	8049	226
601	66	M	PhD	75	Prof	77	94	Full	0	8049	0
602	66	M	PhD	75	Prof	77	95	Full	0	8165	116
603	67	M	PhD	68	Other	88	88	Full	0	9723	NA
604	67	M	PhD	68	Other	88	89	Full	0	10505	782
605	67	M	PhD	68	Other	88	90	Full	1	11478	973
606	67	M	PhD	68	Other	88	91	Full	1	12011	533
607	67	M	PhD	68	Other	88	92	Full	1	12359	348
608	67	M	PhD	68	Other	88	93	Full	1	12718	359
609	67	M	PhD	68	Other	88	94	Full	1	12718	0
610	67	M	PhD	68	Other	88	95	Full	0	13275	557
611	68	M	PhD	77	Other	83	83	Assoc	0	3455	NA
612	68	M	PhD	77	Other	83	84	Assoc	0	3852	397
613	68	M	PhD	77	Other	83	85	Assoc	0	4704	852
614	68	M	PhD	77	Other	83	86	Assoc	0	4844	140
615	68	M	PhD	77	Other	83	87	Assoc	0	5087	243
616	68	M	PhD	77	Other	83	88	Assoc	0	5464	377
617	68	M	PhD	77	Other	83	89	Full	0	6649	1185
618	68	M	PhD	77	Other	83	90	Full	0	7060	411
619	68	M	PhD	77	Other	83	91	Full	0	7935	875
620	68	M	PhD	77	Other	83	92	Full	0	8402	467
621	68	M	PhD	77	Other	83	93	Full	0	8646	244
622	68	M	PhD	77	Other	83	94	Full	0	8646	0
623	68	M	PhD	77	Other	83	95	Full	0	9128	482
624	69	M	PhD	81	Other	81	81	Assist	0	1957	NA
625	69	M	PhD	81	Other	81	82	Assist	0	2014	57
626	69	M	PhD	81	Other	81	84	Assist	0	2472	458
627	69	M	PhD	81	Other	81	85	Assist	0	2472	0
628	69	M	PhD	81	Other	81	86	Assist	0	2546	74
629	69	M	PhD	81	Other	81	87	Assist	0	2674	128
630	69	M	PhD	81	Other	81	88	Assist	0	2955	281
631	69	M	PhD	81	Other	81	89	Assoc	0	3576.119	621.119
632	69	M	PhD	81	Other	81	90	Assoc	0	3764	187.881
633	69	M	PhD	81	Other	81	91	Assoc	0	3939	175
634	69	M	PhD	81	Other	81	92	Assoc	0	3996	57
635	69	M	PhD	81	Other	81	93	Assoc	0	4112	116
636	69	M	PhD	81	Other	81	94	Assoc	0	4112	0
637	69	M	PhD	81	Other	81	95	Assoc	0	4544	432
638	70	F	PhD	83	Other	87	87	Assist	0	3082	NA
639	70	F	PhD	83	Other	87	88	Assist	0	3217	135
640	70	F	PhD	83	Other	87	89	Assist	0	3541	324
641	70	F	PhD	83	Other	87	90	Assist	0	3759	218
642	70	F	PhD	83	Other	87	91	Assist	0	3991	232
643	70	F	PhD	83	Other	87	92	Assist	0	4106	115
644	70	F	PhD	83	Other	87	93	Assoc	0	4348	242
645	70	F	PhD	83	Other	87	94	Assoc	0	4348	0
646	70	F	PhD	83	Other	87	95	Assoc	0	4474	126
647	71	M	PhD	61	Other	63	76	Assist	0	1717	NA
648	71	M	PhD	61	Other	63	77	Assist	0	1623	-94
649	71	M	PhD	61	Other	63	78	Assist	0	1782.09	159.09
650	71	M	PhD	61	Other	63	79	Assist	0	1959	176.91
651	71	M	PhD	61	Other	63	80	Assist	0	2121	162
652	71	M	PhD	61	Other	63	81	Assist	0	2290	169
653	71	M	PhD	61	Other	63	82	Assist	0	2290	0
654	71	M	PhD	61	Other	63	83	Assist	0	2416	126
655	71	M	PhD	61	Other	63	84	Assist	0	2507	91
656	71	M	PhD	61	Other	63	85	Assist	0	2507	0
657	71	M	PhD	61	Other	63	86	Assoc	0	2696	189
658	71	M	PhD	61	Other	63	87	Assoc	0	2831	135
659	71	M	PhD	61	Other	63	88	Assoc	0	3361	530
660	71	M	PhD	61	Other	63	89	Assoc	0	3648	287
661	71	M	PhD	61	Other	63	90	Assoc	0	3764	116
662	71	M	PhD	61	Other	63	91	Assoc	0	3883	119
663	71	M	PhD	61	Other	63	92	Assoc	0	3996	113
664	71	M	PhD	61	Other	63	93	Assoc	0	4053	57
665	71	M	PhD	61	Other	63	94	Assoc	0	4053	0
666	71	M	PhD	61	Other	63	95	Assoc	0	4231	178
667	72	M	PhD	88	Prof	88	88	Assist	0	4855	NA
668	72	M	PhD	88	Prof	88	89	Assist	0	4855	0
669	72	M	PhD	88	Prof	88	90	Assist	0	5229	374
670	72	M	PhD	88	Prof	88	91	Assist	0	5551	322
671	72	M	PhD	88	Prof	88	92	Assist	0	5794	243
672	72	M	PhD	88	Prof	88	93	Assist	0	6048	254
673	72	M	PhD	88	Prof	88	94	Assoc	0	6223	175
674	72	M	PhD	88	Prof	88	95	Assoc	0	6404	181
675	73	M	PhD	73	Other	73	76	Assist	0	1200	NA
676	73	M	PhD	73	Other	73	77	Assist	0	1441	241
677	73	M	PhD	73	Other	73	78	Assist	0	2000	559
678	73	M	PhD	73	Other	73	79	Assoc	0	2210	210
679	73	M	PhD	73	Other	73	80	Assoc	0	2381	171
680	73	M	PhD	73	Other	73	81	Assoc	0	2677	296
681	73	M	PhD	73	Other	73	82	Assoc	0	2876	199
682	73	M	PhD	73	Other	73	83	Assoc	0	3034	158
683	73	M	PhD	73	Other	73	84	Assoc	0	3240	206
684	73	M	PhD	73	Other	73	85	Assoc	0	3240	0
685	73	M	PhD	73	Other	73	86	Assoc	0	3533	293
686	73	M	PhD	73	Other	73	87	Assoc	0	3711	178
687	73	M	PhD	73	Other	73	88	Assoc	0	3711	0
688	73	M	PhD	73	Other	73	89	Assoc	0	3970	259
689	73	M	PhD	73	Other	73	90	Assoc	0	4155	185
690	73	M	PhD	73	Other	73	91	Assoc	0	4348	193
691	73	M	PhD	73	Other	73	92	Assoc	0	4538	190
692	73	M	PhD	73	Other	73	93	Assoc	0	4670	132
693	73	M	PhD	73	Other	73	94	Assoc	0	4670	0
694	73	M	PhD	73	Other	73	95	Assoc	0	4875	205
695	74	M	PhD	71	Other	72	76	Assoc	0	1743	NA
696	74	M	PhD	71	Other	72	77	Assoc	0	1980	237
697	74	M	PhD	71	Other	72	78	Assoc	0	2097	117
698	74	M	PhD	71	Other	72	79	Assoc	0	2285	188
699	74	M	PhD	71	Other	72	80	Assoc	0	2507	222
700	74	M	PhD	71	Other	72	81	Assoc	0	2758	251
701	74	M	PhD	71	Other	72	82	Full	0	3005	247
702	74	M	PhD	71	Other	72	83	Full	0	3170	165
703	74	M	PhD	71	Other	72	84	Full	0	3386	216
704	74	M	PhD	71	Other	72	85	Full	0	3386	0
705	74	M	PhD	71	Other	72	86	Full	0	3909	523
706	74	M	PhD	71	Other	72	87	Full	0	5556	1647
707	74	M	PhD	71	Other	72	88	Full	0	5556	0
708	74	M	PhD	71	Other	72	89	Full	0	5931	375
709	74	M	PhD	71	Other	72	90	Full	0	6297	366
710	74	M	PhD	71	Other	72	91	Full	0	6496	199
711	74	M	PhD	71	Other	72	92	Full	0	6684	188
712	74	M	PhD	71	Other	72	93	Full	0	6878	194
713	74	M	PhD	71	Other	72	94	Full	0	6878	0
714	74	M	PhD	71	Other	72	95	Full	0	7180	302
715	75	M	PhD	72	Other	71	76	Assoc	0	2245	NA
716	75	M	PhD	72	Other	71	77	Assoc	0	2461.194	216.194
717	75	M	PhD	72	Other	71	78	Assoc	0	2584	122.806
718	75	M	PhD	72	Other	71	79	Assoc	0	2842	258
719	75	M	PhD	72	Other	71	80	Assoc	0	3077	235
720	75	M	PhD	72	Other	71	81	Assoc	0	3517	440
721	75	M	PhD	72	Other	71	82	Assoc	0	3777	260
722	75	M	PhD	72	Other	71	83	Full	0	4468	691
723	75	M	PhD	72	Other	71	84	Full	0	5125	657
724	75	M	PhD	72	Other	71	85	Full	0	5125	0
725	75	M	PhD	72	Other	71	86	Full	0	6447	1322
726	75	M	PhD	72	Other	71	87	Full	0	6771	324
727	75	M	PhD	72	Other	71	88	Full	0	7169	398
728	75	M	PhD	72	Other	71	89	Full	0	8122	953
729	75	M	PhD	72	Other	71	90	Full	1	8748	626
730	75	M	PhD	72	Other	71	91	Full	1	9286	538
731	75	M	PhD	72	Other	71	92	Full	1	9693	407
732	75	M	PhD	72	Other	71	93	Full	0	10118	425
733	75	M	PhD	72	Other	71	94	Full	0	10118	0
734	75	M	PhD	72	Other	71	95	Full	0	10442	324
735	76	M	PhD	57	Other	65	76	Full	1	3061	NA
736	76	M	PhD	57	Other	65	77	Full	1	3340	279
737	76	M	PhD	57	Other	65	79	Full	1	4060	720
738	76	M	PhD	57	Other	65	80	Full	0	4473.134	413.134
739	76	M	PhD	57	Other	65	81	Full	0	4749	275.866
740	76	M	PhD	57	Other	65	82	Full	0	4817	68
741	76	M	PhD	57	Other	65	83	Full	0	5082	265
742	76	M	PhD	57	Other	65	84	Full	0	5274	192
743	76	M	PhD	57	Other	65	85	Full	0	5274	0
744	76	M	PhD	57	Other	65	86	Full	0	5917	643
745	76	M	PhD	57	Other	65	87	Full	0	6214	297
746	76	M	PhD	57	Other	65	88	Full	0	6304	90
747	76	M	PhD	57	Other	65	89	Full	0	6711.94	407.94
748	76	M	PhD	57	Other	65	90	Full	0	7060	348.06
749	76	M	PhD	57	Other	65	91	Full	0	7388	328
750	76	M	PhD	57	Other	65	92	Full	0	7602	214
751	76	M	PhD	57	Other	65	93	Full	0	7712	110
752	76	M	PhD	57	Other	65	94	Full	0	7712	0
753	76	M	PhD	57	Other	65	95	Full	0	7823	111
754	77	M	PhD	60	Other	65	76	Full	0	2726	NA
755	77	M	PhD	60	Other	65	77	Full	0	3021	295
756	77	M	PhD	60	Other	65	78	Full	1	3105	84
757	77	M	PhD	60	Other	65	79	Full	0	3856	751
758	77	M	PhD	60	Other	65	80	Full	0	4062	206
759	77	M	PhD	60	Other	65	81	Full	0	4358	296
760	77	M	PhD	60	Other	65	82	Full	0	4485	127
761	77	M	PhD	60	Other	65	83	Full	0	4732	247
762	77	M	PhD	60	Other	65	84	Full	0	5125	393
763	77	M	PhD	60	Other	65	85	Full	0	5125	0
764	77	M	PhD	60	Other	65	86	Full	0	5917	792
765	77	M	PhD	60	Other	65	87	Full	1	6580	663
766	77	M	PhD	60	Other	65	88	Full	1	6967	387
767	77	M	PhD	60	Other	65	89	Full	1	7671	704
768	77	M	PhD	60	Other	65	90	Full	0	8145	474
769	77	M	PhD	60	Other	65	91	Full	0	8646	501
770	77	M	PhD	60	Other	65	92	Full	0	8896	250
771	77	M	PhD	60	Other	65	93	Full	0	9154	258
772	77	M	PhD	60	Other	65	94	Full	0	9154	0
773	77	M	PhD	60	Other	65	95	Full	0	9420	266
774	78	M	PhD	72	Other	83	83	Assist	0	2247	NA
775	78	M	PhD	72	Other	83	84	Assist	0	2504	257
776	78	M	PhD	72	Other	83	85	Assist	0	2504	0
777	78	M	PhD	72	Other	83	86	Assist	0	2976	472
778	78	M	PhD	72	Other	83	87	Assist	0	3126	150
779	78	M	PhD	72	Other	83	88	Assist	0	3310	184
780	78	M	PhD	72	Other	83	89	Assoc	0	3858	548
781	78	M	PhD	72	Other	83	90	Assoc	0	4276	418
782	78	M	PhD	72	Other	83	91	Assoc	0	4604	328
783	78	M	PhD	72	Other	83	92	Assoc	0	4806	202
784	78	M	PhD	72	Other	83	93	Assoc	0	5016	210
785	78	M	PhD	72	Other	83	94	Assoc	0	5016	0
786	78	M	PhD	72	Other	83	95	Assoc	0	5236	220
787	81	M	PhD	64	Other	64	76	Assoc	0	1910	NA
788	81	M	PhD	64	Other	64	77	Assoc	0	2097	187
789	81	M	PhD	64	Other	64	78	Assoc	0	2176	79
790	81	M	PhD	64	Other	64	79	Assoc	0	2369	193
791	81	M	PhD	64	Other	64	80	Assoc	0	2507	138
792	81	M	PhD	64	Other	64	81	Assoc	0	2758	251
793	81	M	PhD	64	Other	64	82	Assoc	0	2758	0
794	81	M	PhD	64	Other	64	83	Assoc	0	2910	152
795	81	M	PhD	64	Other	64	85	Assoc	0	3020	110
796	81	M	PhD	64	Other	64	86	Assoc	0	3110	90
797	81	M	PhD	64	Other	64	87	Assoc	0	3266	156
798	81	M	PhD	64	Other	64	88	Assoc	0	3361	95
799	81	M	PhD	64	Other	64	89	Assoc	0	3648	287
800	81	M	PhD	64	Other	64	90	Assoc	0	3764	116
801	81	M	PhD	64	Other	64	91	Assoc	0	4053	289
802	81	M	PhD	64	Other	64	92	Assoc	0	4292	239
803	81	M	PhD	64	Other	64	93	Assoc	0	4416	124
804	81	M	PhD	64	Other	64	94	Assoc	0	4416	0
805	81	M	PhD	64	Other	64	95	Assoc	0	4544	128
806	82	M	PhD	65	Other	69	76	Assoc	0	2018	NA
807	82	M	PhD	65	Other	69	77	Assoc	0	2216	198
808	82	M	PhD	65	Other	69	78	Full	0	2419	203
809	82	M	PhD	65	Other	69	79	Full	0	2671	252
810	82	M	PhD	65	Other	69	80	Full	0	2869	198
811	82	M	PhD	65	Other	69	81	Full	0	3137	268
812	82	M	PhD	65	Other	69	82	Full	0	3228	91
813	82	M	PhD	65	Other	69	83	Full	0	3406	178
814	82	M	PhD	65	Other	69	84	Full	0	3851	445
815	82	M	PhD	65	Other	69	85	Full	1	3851	0
816	82	M	PhD	65	Other	69	86	Full	1	4575	724
817	82	M	PhD	65	Other	69	87	Full	1	4805	230
818	82	M	PhD	65	Other	69	88	Full	0	5015	210
819	82	M	PhD	65	Other	69	89	Full	0	5522	507
820	82	M	PhD	65	Other	69	90	Full	0	5752.239	230.239
821	82	M	PhD	65	Other	69	91	Full	0	6048	295.761
822	82	M	PhD	65	Other	69	92	Full	1	6590	542
823	82	M	PhD	65	Other	69	93	Full	1	6781	191
824	82	M	PhD	65	Other	69	94	Full	1	6781	0
825	82	M	PhD	65	Other	69	95	Full	1	7180	399
826	83	M	PhD	67	Prof	84	84	Full	0	5504	NA
827	83	M	PhD	67	Prof	84	85	Full	0	5504	0
828	83	M	PhD	67	Prof	84	86	Full	0	6002	498
829	83	M	PhD	67	Prof	84	87	Full	0	6304	302
830	83	M	PhD	67	Prof	84	88	Full	0	6394	90
831	83	M	PhD	67	Prof	84	89	Full	0	7040	646
832	83	M	PhD	67	Prof	84	90	Full	0	7475	435
833	83	M	PhD	67	Prof	84	91	Full	0	7935	460
834	83	M	PhD	67	Prof	84	92	Full	0	9420	1485
835	83	M	PhD	67	Prof	84	93	Full	0	9693	273
836	83	M	PhD	67	Prof	84	94	Full	0	9693	0
837	83	M	PhD	67	Prof	84	95	Full	0	10118	425
838	84	M	PhD	82	Arts	83	83	Assist	0	2186	NA
839	84	M	PhD	82	Arts	83	84	Assist	0	2401	215
840	84	M	PhD	82	Arts	83	85	Assist	0	2401	0
841	84	M	PhD	82	Arts	83	87	Assist	0	2998	597
842	84	M	PhD	82	Arts	83	88	Assist	0	3085	87
843	84	M	PhD	82	Arts	83	89	Assoc	0	3596	511
844	84	M	PhD	82	Arts	83	90	Assoc	0	3818	222
845	84	M	PhD	82	Arts	83	91	Assoc	0	4112	294
846	84	M	PhD	82	Arts	83	92	Assoc	0	5318	1206
847	84	M	PhD	82	Arts	83	93	Assoc	0	5318	0
848	84	M	PhD	82	Arts	83	94	Assoc	0	5318	0
849	84	M	PhD	82	Arts	83	95	Full	0	5712	394
850	86	F	PhD	94	Other	94	94	Assist	0	4544	NA
851	86	F	PhD	94	Other	94	95	Assist	0	4610	66
852	88	M	PhD	57	Other	61	76	Full	0	2852	NA
853	88	M	PhD	57	Other	61	77	Full	0	3111	259
854	88	M	PhD	57	Other	61	78	Full	0	3248	137
855	88	M	PhD	57	Other	61	79	Full	0	3606	358
856	88	M	PhD	57	Other	61	80	Full	0	3905	299
857	88	M	PhD	57	Other	61	81	Full	0	4274.627	369.627
858	88	M	PhD	57	Other	61	82	Full	0	4296	21.3729999999996
859	88	M	PhD	57	Other	61	83	Full	0	4532	236
860	88	M	PhD	57	Other	61	84	Full	0	4771	239
861	88	M	PhD	57	Other	61	85	Full	0	4771	0
862	88	M	PhD	57	Other	61	86	Full	0	5354	583
863	88	M	PhD	57	Other	61	87	Full	0	5623	269
864	88	M	PhD	57	Other	61	88	Full	0	5786	163
865	88	M	PhD	57	Other	61	89	Full	0	6159.701	373.701
866	88	M	PhD	57	Other	61	90	Full	0	6480	320.299
867	88	M	PhD	57	Other	61	91	Full	0	6781	301
868	88	M	PhD	57	Other	61	92	Full	0	6977	196
869	88	M	PhD	57	Other	61	93	Full	0	7180	203
870	88	M	PhD	57	Other	61	94	Full	0	7180	0
871	88	M	PhD	57	Other	61	95	Full	0	7494	314
872	89	M	PhD	58	Other	69	76	Full	0	3102	NA
873	89	M	PhD	58	Other	69	77	Full	0	3294	192
874	89	M	PhD	58	Other	69	78	Full	0	3481	187
875	89	M	PhD	58	Other	69	79	Full	0	3856	375
876	89	M	PhD	58	Other	69	80	Full	0	4169	313
877	89	M	PhD	58	Other	69	81	Full	0	4548	379
878	89	M	PhD	58	Other	69	82	Full	0	4817	269
879	89	M	PhD	58	Other	69	83	Full	0	5081	264
880	89	M	PhD	58	Other	69	84	Full	0	5082	1
881	89	M	PhD	58	Other	69	85	Full	0	5427	345
882	89	M	PhD	58	Other	69	86	Full	0	6177	750
883	89	M	PhD	58	Other	69	87	Full	0	6486	309
884	89	M	PhD	58	Other	69	88	Full	0	6675	189
885	89	M	PhD	58	Other	69	89	Full	0	7142	467
886	89	M	PhD	58	Other	69	90	Full	0	7475	333
887	89	M	PhD	58	Other	69	91	Full	0	7823	348
888	89	M	PhD	58	Other	69	92	Full	0	7935	112
889	89	M	PhD	58	Other	69	93	Full	0	8049	114
890	89	M	PhD	58	Other	69	94	Full	0	8049	0
891	89	M	PhD	58	Other	69	95	Full	0	8283	234
892	90	M	PhD	70	Other	88	88	Full	0	5229	NA
893	90	M	PhD	70	Other	88	89	Full	0	5283	54
894	90	M	PhD	70	Other	88	90	Full	0	6083	800
895	90	M	PhD	70	Other	88	91	Full	0	6457	374
896	90	M	PhD	70	Other	88	92	Full	0	6740	283
897	90	M	PhD	70	Other	88	93	Full	0	6936	196
898	90	M	PhD	70	Other	88	94	Full	0	6936	0
899	90	M	PhD	70	Other	88	95	Full	1	7239	303
900	91	M	PhD	61	Other	69	76	Full	0	2114.925	NA
901	91	M	PhD	61	Other	69	77	Full	0	2296	181.075
902	91	M	PhD	61	Other	69	78	Full	0	2378	82
903	91	M	PhD	61	Other	69	79	Full	0	2540	162
904	91	M	PhD	61	Other	69	80	Full	0	2686	146
905	91	M	PhD	61	Other	69	81	Full	0	2838	152
906	91	M	PhD	61	Other	69	82	Full	0	2838	0
907	91	M	PhD	61	Other	69	83	Full	0	2994	156
908	91	M	PhD	61	Other	69	84	Full	0	3386	392
909	91	M	PhD	61	Other	69	85	Full	0	3386	0
910	91	M	PhD	61	Other	69	86	Full	0	3799	413
911	91	M	PhD	61	Other	69	87	Full	0	3990	191
912	91	M	PhD	61	Other	69	88	Full	0	4105	115
913	91	M	PhD	61	Other	69	89	Full	0	4456	351
914	91	M	PhD	61	Other	69	90	Full	0	4533	77
915	91	M	PhD	61	Other	69	91	Full	0	4676	143
916	91	M	PhD	61	Other	69	92	Full	0	4743	67
917	91	M	PhD	61	Other	69	93	Full	0	4743	0
918	91	M	PhD	61	Other	69	94	Full	0	4743	0
919	91	M	PhD	61	Other	69	95	Full	0	4881	138
920	92	M	PhD	68	Other	71	76	Full	0	2388	NA
921	92	M	PhD	68	Other	71	77	Full	1	2704	316
922	92	M	PhD	68	Other	71	78	Full	0	2838	134
